ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0000496,information on whether specimen from mother or child,information content entity,,"An information indicates that samples from child or from the mother, or both.","Person: Daniel Beiting, Jie Zheng|microbiome",,,,,,,,,,,,,
EUPATH:0000431,information on who treated malaria last year,information content entity,,An information about who treated malaria last year,,,,,,,,,,,,,,
EUPATH:0000612,information specifying human or animal,information content entity,,an information content entity that specifies whether an animal is also human,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0043005,information specifying no arthropod attractor used,information content entity,no attractant used,An information content entity that specifies that no attractant was used in an anthropod trap,,,,,,,,IRO:0000153,,'is about' some 'arthropod trap',,,,
EUPATH:0000436,information that there is no illness,information content entity,,An information that specifies a person has no illness.,,,,,,,,,,,,,"Not use, suggest to deprecate",
EUPATH:0000338,malaria diagnosis and parasite status information,information content entity,,An information content entity that is about malaria diagnosis and parasite status testing by blood smear or LAMP.,,"Person: Jie Zheng, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000316,malaria severity and basis information,information content entity,,an information content entity that is about a malaria diagnosis and describes the severity of the disease or the basis for the diagnosis,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000374,marital status,information content entity,,a categorical value specification that is about a human being and specifies whether that human being is joined to another human being in marriage,"EuPathDB, BFO's 'relational quality' examples",Person: John Judkins,,,,,,,,,,OMRSE,"Or replace with NCIT_C25188, OPMI_0000104",Agree w/OMRSE but should let them know of the OPMI term. The problem with the OPMI term is 'status' is undefined.
EUPATH:0000190,medical care outside the study clinic since last seen information,information content entity,,An information content entity indicating whether medical care occurred outside the study clinic since last seen as part of the study.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000324,mosquito parity information,information content entity,,an information content entity that is about a number of mosquitos that have given birth,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0021026,no treatment for fever,information content entity,Not treated,an information content entity that is about a human participant under investigation and specifies that the participant had a fever within the past two weeks but did not receive treatment for the fever,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000359,occupation,information content entity,,An information content entity that is about an activity that realizes a social role and is often performed for payment.,,,,,,,,,,'is about' some (realizes some 'social role'),,OMRSE,Or replace with NCIT_C25193?,I think this should be a role in OMRSE.
EUPATH:0000206,plasma sample lost information,information content entity,,An information content entity that indicates whether a plasma sample is lost or not.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,'is about' some 'blood plasma specimen',,,,
EUPATH:0022058,reason besides fever for specimen collection,information content entity,Other reason for specimen collection,an information content entity that is about a human participant under investigation from which the collection of a specimen was not prompted by a sign that the partipant was febrile. This information content entity specifies that which prompted the specimen collection,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000209,redraw of a symptom after clinical visit information,information content entity,,An information content entity that indicates whether a redraw of a symptom occurred after a clinical visit.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0023001,relocation information,information content entity,Relocation details,an information content entity that is about the relocation of the household of a human participant under investigation,EuPathDB,John Judkins,,,,,,,,'is about' some household,,,Label may be more specific and the definition more general. The logical axiom seems not correct.,
EUPATH:0000440,resident status information,information content entity,,"""An information content entity about a person's resident status, permanent or temporary.""",,,,,,,,,,,,,,
EUPATH:0000126,sample available information,information content entity,,An information content entity that is about the type of sample/specimen collected during a clinical visit.,PRISM,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,,'is about' some (specimen and (is_specified_output_of some ('specimen collection process' and ('part of' some 'health care encounter')))),,,label and definition does not match very well.,
EUPATH:0000358,secondary economic activity in last month,information content entity,,An information content entity about secondary economic activity a person participates in the last month.,,,,,,,,,,'is about' some 'economic activity',,,economic activity'  or 'employment process',
EUPATH:0000604,sequencing batch information,information content entity,,An information content entity about In which batch were samples sequenced together.,,,,,,,,,,'is about' some 'sequencing assay',,,,
EUPATH:0000216,slept in an insecticide treated net last night information,information content entity,,An information content entity indicating whether a person slept in an insecticide treated net the previous night.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000304,socioeconomic factor,information content entity,,"an information content entity that is about a household and is an estimator of capabilities of household members to participate in processes that maintain their health, social status, and economic freedom",EuPathDB,Person: John Judkins,,,,,,,,,,OMRSE,,ok
EUPATH:0000609,specimen information,information content entity,,an information content entity about the bearer of a specimen role,EuPathDB,Person: John Judkins,,,,,,,,,'information content entity' and ('is about' some ('is bearer of' some 'specimen role')),,how about change the logical axiom to 'is about' some 'specimen'?,
EUPATH:0000611,specimen source information,information content entity,,an information content entity that is about a specimen collection process,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000325,sporozoite testing information,information content entity,,an entomological data item that is the specified output of an analyte assay to determine whether a sporozoite is present in any insect in a collection of insects,EuPathDB,Person: John Judkins,,,,,,,,,,,,
