ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0010905	number of pathogen species in feces specimen	Class			A count of species of pathogen in a feces specimen.		Person: John Judkins		VEuPathDB				
EUPATH:0010923	number of virus species in feces specimen	Class			A count of species of virus in a feces specimen.		Person: John Judkins		VEuPathDB				
EUPATH:0011649	indicator of dairy food product consumption yesterday	Class			An information content entity that specifies whether a dairy food product was consumed by a study participant yesterday.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0011730	information on suckling behavior	Class			Information on process that is about suckling behavior.		Person: John Judkins and Chris Stoeckert	Breastfeeding	EuPathDB				
EUPATH:0011734	calorie intake measurement	Class			"Any measurement of the calories (usually large calories, kilogram calories, dietary calories, or nutritional calories) consumed by an organism. a large calorie is the amount of energy needed to raise the temperature of one kilogram of water by one degree celsius, a measure of the energy which an organism can derive by metabolizing the source of those calories, i.e., a food, a drink, or both."		Person: John Judkins	Calories	EuPathDB				
EUPATH:0011756	information on acute lower respiratory tract disease	Class			An information content entity that is about an acute manifestation of a lower respiratory tract disease		Person: John Judkins	ALRI episodes	EuPathDB				
EUPATH:0015019	charcoal cooking fuel	Class			Charcoal as a cooking fuel		Person: John Judkins	Charcoal	EuPathDB				
EUPATH:0015046	drinking water derived from rainwater	Class			drinking water that is derived from rainwater		John Judkins	Rainwater	EuPathDB				
EUPATH:0015050	drinking water derived from bore hole water	Class			Drinking water that is derived from bore hole water		John Judkins	Bore hole	EuPathDB				
EUPATH:0015072	respiratory distress since illness began information	Class			A symptom since illness began information that mentions respiratory distress		Person: John Judkins	Difficulty breathing	EuPathDB				
EUPATH:0015073	convulsion since illness began information	Class			A symptom since illness began information that mentions convulsion		Person: John Judkins	Convulsion	EuPathDB				
EUPATH:0015082	information on oral rehydration for diarrhea before visit	Class			Information on diarrhea treatment before clinical visit that mentions an oral rehydration product as the treatment.		Person: John Judkins		VEuPathDB				
EUPATH:0015107	information on cutting food expenses to pay for health care	Class			information on raising money for health care encounter that specifies that less money was spent on food to cover healthcare costs		John Judkins	Cutting down expenses from meal	EuPathDB				
EUPATH:0015108	information on cutting non-food expenses to pay for health care	Class			information on raising money for health care encounter that specifies that less money was spent on goods or services other than food to cover healthcare costs		John Judkins	Cutting down from other expenses	EuPathDB				
EUPATH:0015109	information on using savings to pay for health care	Class			information on raising money for health care encounter that specifies that the money to cover healthcare costs was derived from savings		John Judkins	Using savings	EuPathDB				
EUPATH:0015110	information on borrowing to pay for health care	Class			information on raising money for health care encounter that specifies that the money to cover healthcare costs was borrowed		John Judkins	Borrowing	EuPathDB				
EUPATH:0015111	information on selling assets to pay for health care	Class			information on raising money for health care encounter that specifies that the money to cover healthcare costs derived from money obtained through the sale of assets		John Judkins	Selling assets	EuPathDB				
EUPATH:0015112	information on asking for donations outside the household to pay for health care	Class			information on raising money for health care encounter that specifies that the money to cover healthcare costs was donated but not by any member of the patient's household		John Judkins	Asking for donations outside the household	EuPathDB				
EUPATH:0015113	information on health care paid for by relative or friend	Class			information on raising money for health care encounter that specifies that the money to cover healthcare costs was donated by a friend or relative of the patient		John Judkins	Paid by relative or friend	EuPathDB				
EUPATH:0015116	rectal prolapse information	Class			A symptom or sign information that mentions rectal prolapse		Person: John Judkins	Rectal prolapse	EuPathDB				
EUPATH:0015117	bipedal edema symptom or sign information	Class			A symptom or sign information that mentions bipedal edema		Person: John Judkins	Bipedal edema	EuPathDB				
EUPATH:0015120	flaky paint dermatosis information	Class			A symptom or sign information that mentions flaky paint dermatosis		Person: John Judkins	Skin has 'flaky paint' appearance	EuPathDB				
EUPATH:0015454	feces specimen mass measurement datum	Class			A mass measurement datum of the mass of a feces specimen.		Person: John Judkins	Stool weight	EuPathDB				
EUPATH:0015458	date of feces microbiology assay	Class			A time measurement datum of the date encompassing a feces microbiology assay		Person: John Judkins	Test date	EuPathDB				
EUPATH:0015669	information on diarrhea treatment	Class			A treatment information that mentions a medication that treats diarrhea.								
EUPATH:0020001	information on cause of death	Class			An information content entity that is about a dead human participant under investigation and specifies the process which caused the death of the participant		Person: John Judkins	Cause of death	EuPathDB				
EUPATH:0020004	aggregated clinical data item	Class			A data item that is the specified output of a data transformation that has multiple clinical data items as input.		Person: John Judkins		VEuPathDB				
EUPATH:0021014	livestock animal	Class			a domesticated animal that is raised in an agricultural setting to produce labor and commodities		John Judkins	Livestock	Wikipedia				
EUPATH:0021016	no use of bed net	Class			a categorical value specification that specifies that a bed net is not used		John Judkins	None	EuPathDB				
EUPATH:0021017	bed net not treated	Class			"a categorical value specification that specifies that a bed net is used, but it is not treated with insecticide"		John Judkins	Untreated	EuPathDB				
EUPATH:0021018	bed net treated over six months ago	Class			"a categorical value specification that specifies that a bed net is used, but it was last treated earlier than six months ago"		John Judkins	Regular ITN treated >6 months ago	EuPathDB				
EUPATH:0021019	bed net treated within past six months	Class			"a categorical value specification that specifies that a bed net is used, and it was last treated more recently than six months previous"		John Judkins	Regular ITN treated <6 months ago	EuPathDB				
EUPATH:0021020	bed net treated with long last insecticide	Class			"a categorical value specification that specifies that a bed net is used, and it was treated with long last insecticide"		John Judkins	Long-lasting ITN	EuPathDB				
EUPATH:0021023	information specifying fever treated at clinic in past 2 weeks	Class			"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was provided at a clinic within the past two weeks"		John Judkins	Clinic	EuPathDB				
EUPATH:0021024	information specifying fever treated by private practicioner in past 2 weeks	Class			"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was provided by a self-employed health care provider within the past two weeks"		John Judkins	Private practice	EuPathDB				
EUPATH:0021025	information specifying fever self-treated in past 2 weeks	Class			"an information content entity that is about a human participant under investigation and specifies that the participant received treatment, for a fever, that was self-provided within the past two weeks"		John Judkins	(Fever treatment location) Self-treated	EuPathDB				
